head_status,reason,resolved_url,status,url
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.42494,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.42494
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.43997,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.43997
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.51396,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.51396
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.149114,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.149114
403,download failed after retries: 403 Client Error: Forbidden for url: https://www.mdpi.com/2227-9032/11/8/1120/pdf?version=1681384613,https://www.mdpi.com/2227-9032/11/8/1120/pdf?version=1681384613,fail,https://www.mdpi.com/2227-9032/11/8/1120/pdf?version=1681384613
403,download failed after retries: 403 Client Error: Forbidden for url: https://www.bmj.com/content/bmj/384/bmj-2023-077310.full.pdf,https://www.bmj.com/content/bmj/384/bmj-2023-077310.full.pdf,fail,https://www.bmj.com/content/bmj/384/bmj-2023-077310.full.pdf
403,filtered_and_no_html_snapshot,https://doi.org/10.26633/rpsp.2025.96,filtered_no_snapshot,https://doi.org/10.26633/rpsp.2025.96
403,filtered_and_no_html_snapshot,https://doi.org/10.1002/oby.23088,filtered_no_snapshot,https://doi.org/10.1002/oby.23088
403,filtered_and_no_html_snapshot,https://doi.org/10.1542/peds.102.3.e29,filtered_no_snapshot,https://doi.org/10.1542/peds.102.3.e29
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu18071037,filtered_no_snapshot,https://doi.org/10.3390/nu18071037
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/biomedicines14010122,filtered_no_snapshot,https://doi.org/10.3390/biomedicines14010122
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nursrep15110382,filtered_no_snapshot,https://doi.org/10.3390/nursrep15110382
